Rk,Player,Pos,Tm,Salary,NewPlayer
,Ito Smith\SmitIt00,RB,ATL,"$570,000 ",Ito Smith
,J.C. Jackson\JackJ.00,DB,NWE,"$570,000 ",J.C. Jackson
,J.C. Tretter\TretJC00,OG,CLE,"$5,500,000 ",J.C. Tretter
,J.D. McKissic\McKiJ.00,WR,DET,"$645,000 ",J.D. McKissic
,J.J. Jansen\JansJ.00,C,CAR,"$1,030,000 ",J.J. Jansen
24,J.J. Watt\WattJ.00,DE,HOU,"$13,000,000 ",J.J. Watt
,J.P. Holtz\HoltJ.01,TE,2TM,"$495,000 ",J.P. Holtz
,J.R. Sweezy\SweeJ.00,G,ARI,"$1,500,000 ",J.R. Sweezy
,J.T. Gray\GrayJ.00,DB,NOR,"$570,000 ",J.T. Gray
,Jabaal Sheard\SheaJa00,DL,IND,"$7,500,000 ",Jabaal Sheard
525,Jabrill Peppers\PeppJa00,SS,NYG,"$1,405,181 ",Jabrill Peppers
,Jack Cichy\CichJa00,ILB,TAM,"$570,000 ",Jack Cichy
300,Jack Conklin\ConkJa00,OT,TEN,"$2,617,862 ",Jack Conklin
303,Jack Crawford\CrawJa00,DE,ATL,"$2,550,000 ",Jack Crawford
175,Jack Doyle\DoylJa00,TE,IND,"$5,150,000 ",Jack Doyle
,Jacob Hollister\HollJa03,TE,SEA,"$645,000 ",Jacob Hollister
,Jacob Martin\MartJa02,LB,HOU,"$570,000 ",Jacob Martin
,Jacoby Brissett\BrisJa00,QB,IND,"$2,000,000 ",Jacoby Brissett
14,Jadeveon Clowney\ClowJa00,DE,SEA,"$15,967,200 ",Jadeveon Clowney
,Jaeden Graham\GrahJa01,TE,ATL,"$495,000 ",Jaeden Graham
,Jahlani Tavai\TavaJa00,LB,DET,"$495,000 ",Jahlani Tavai
,Jahleel Addae\AddaJa00,S,HOU,"$805,000 ",Jahleel Addae
632,Jaire Alexander\AlexJa00,CB,GNB,"$1,027,761 ",Jaire Alexander
,Jake Bailey\BailJa00,P,NWE,"$495,000 ",Jake Bailey
,Jake Elliott\ElliJa03,K,PHI,"$645,000 ",Jake Elliott
,Jake Kumerow\KumeJa00,WR,GNB,"$570,000 ",Jake Kumerow
,Jake Matthews\MattJa00,OT,ATL,"$6,500,000 ",Jake Matthews
,Jake McQuaide\McQuJa00,LS,LAR,"$930,000 ",Jake McQuaide
,Jake Rodgers\RodgJa03,T,DEN,"$495,000 ",Jake Rodgers
,Jakeem Grant\GranJa00,WR,MIA,"$720,000 ",Jakeem Grant
,Jakobi Meyers\MeyeJa01,WR,NWE,"$495,000 ",Jakobi Meyers
,Jaleel Johnson\JohnJa09,DT,MIN,"$645,000 ",Jaleel Johnson
,Jaleel Scott\ScotJa02,WR,BAL,"$495,000 ",Jaleel Scott
223,Jalen Ramsey\RamsJa00,CB,JAX,"$3,634,227 ",Jalen Ramsey
,Jalen Reeves-Maybin\ReevJa00,OLB,DET,"$645,000 ",Jalen Reeves-Maybin
,Jalen Richard\RichJa01,RB,OAK,"$3,095,000 ",Jalen Richard
,Jalen Thompson\ThomJa04,,ARI,"$495,000 ",Jalen Thompson
,Jalyn Holmes\HolmJa01,DE,MIN,"$570,000 ",Jalyn Holmes
,Jamaal Williams\WillJa06,RB,GNB,"$645,000 ",Jamaal Williams
,Jamal Adams\AdamJa00,SS,NYJ,"$645,000 ",Jamal Adams
,Jamal Agnew\AgneJa00,CB,DET,"$645,000 ",Jamal Agnew
,Jamal Carter\CartJa02,S,ATL,"$570,000 ",Jamal Carter
,Jamar Taylor\TaylJa01,CB,SEA,"$805,000 ",Jamar Taylor
,Jamarco Jones\JoneJa08,OT,SEA,"$495,000 ",Jamarco Jones
2,Jameis Winston\WinsJa00,QB,TAM,"$20,922,000 ",Jameis Winston
,Jamel Dean\DeanJa00,CB,TAM,"$495,000 ",Jamel Dean
724,James Bradberry\BradJa00,CB,CAR,"$940,114 ",James Bradberry
,James Carpenter\CarpJa00,OL,ATL,"$2,000,000 ",James Carpenter
1028,James Conner\ConnJa00,RB,PIT,"$668,000 ",James Conner
,James Crawford\CrawJa01,LB,MIA,"$570,000 ",James Crawford
895,James Daniels\DaniJa01,C,CHI,"$795,916 ",James Daniels
,James Develin\DeveJa00,RB,NWE,"$1,000,000 ",James Develin
,James Ferentz\FereJa00,C,NWE,"$720,000 ",James Ferentz
,James Hurst\HursJa00,OT,BAL,"$3,500,000 ",James Hurst
,James O'Shaughnessy\O'ShJa00,TE,JAX,"$805,000 ",James O'Shaughnessy
1008,James Washington\WashJa00,WR,PIT,"$684,607 ",James Washington
,James White\WhitJa02,RB,NWE,"$2,500,000 ",James White
800,James Winchester\WincJa00,LS,KAN,"$820,000 ",James Winchester
761,Jamie Collins\CollJa00,OLB,NWE,"$900,000 ",Jamie Collins
,Jamie Gillan\GillJa00,P,CLE,"$495,000 ",Jamie Gillan
,Jamil Demby\DembJa00,OT,LAR,"$570,000 ",Jamil Demby
,Jamil Douglas\DougJa00,OG,TEN,"$570,000 ",Jamil Douglas
,Jamison Crowder\CrowJa00,WR,NYJ,"$1,500,000 ",Jamison Crowder
,Jamize Olawale\OlawJa00,FB,DAL,"$1,000,000 ",Jamize Olawale
,Jamon Brown\BrowJa04,OT,ATL,"$2,500,000 ",Jamon Brown
51,Janoris Jenkins\JenkJa03,CB,NYG,"$10,150,000 ",Janoris Jenkins
,Jaquan Johnson\JohnJa11,CB,BUF,"$495,000 ",Jaquan Johnson
,Jaquiski Tartt\TartJa00,SS,SFO,"$3,000,000 ",Jaquiski Tartt
,Jared Cook\CookJa02,TE,NOR,"$2,000,000 ",Jared Cook
198,Jared Goff\GoffJa00,QB,LAR,"$4,259,683 ",Jared Goff
,Jarius Wright\WrigJa02,WR,CAR,"$1,500,000 ",Jarius Wright
,Jaron Brown\BrowJa03,WR,SEA,"$2,750,000 ",Jaron Brown
513,Jarrad Davis\DaviJa01,ILB,DET,"$1,462,198 ",Jarrad Davis
,Jarrett Stidham\StidJa00,QB,NWE,"$495,000 ",Jarrett Stidham
515,Jarrod Wilson\WilsJa00,S,JAX,"$1,450,000 ",Jarrod Wilson
,Jarvis Landry\LandJa00,WR,CLE,"$12,500,000 ",Jarvis Landry
,Jason Kelce\KelcJa00,OL,PHI,"$930,000 ",Jason Kelce
399,Jason McCourty\McCoJa99,DB,NWE,"$2,000,000 ",Jason McCourty
,Jason Myers\MyerJa00,K,SEA,"$1,500,000 ",Jason Myers
,Jason Peters\PeteJa21,T,PHI,"$3,500,000 ",Jason Peters
,Jason Sanders\SandJa00,K,MIA,"$570,000 ",Jason Sanders
,Jason Verrett\VerrJa00,CB,SFO,"$1,100,000 ",Jason Verrett
,Jason Witten\WittJa00,TE,DAL,"$2,000,000 ",Jason Witten
,Jatavis Brown\BrowJa05,OLB,LAC,"$2,025,000 ",Jatavis Brown
,Javien Elliott\ElliJa01,CB,CAR,"$720,000 ",Javien Elliott
,Javon Hargrave\HargJa00,DT,PIT,"$2,025,000 ",Javon Hargrave
,Javon Wims\WimsJa00,WR,CHI,"$570,000 ",Javon Wims
,Jawaan Taylor\TaylJa02,OL,JAX,"$495,000 ",Jawaan Taylor
,Ja'Whaun Bentley\BentJa00,ILB,NWE,"$570,000 ",Ja'Whaun Bentley
,Ja'Wuan James\JameJa01,OT,DEN,"$5,000,000 ",Ja'Wuan James
,Jaylen Samuels\SamuJa00,RB,PIT,"$570,000 ",Jaylen Samuels
,Jaylen Watkins\WatkJa01,CB,LAC,"$805,000 ",Jaylen Watkins
,Jaylon Ferguson\FergJa02,DE,BAL,"$495,000 ",Jaylon Ferguson
543,Jaylon Smith\SmitJa05,OLB,DAL,"$1,335,678 ",Jaylon Smith
,Jayon Brown\BrowJa06,ILB,TEN,"$645,000 ",Jayon Brown
,Jayron Kearse\KearJa00,SS,MIN,"$720,000 ",Jayron Kearse
,Jayrone Elliott\ElliJa02,LB,PIT,"$720,000 ",Jayrone Elliott
,Jeff Heath\HeatJe00,S,DAL,"$2,000,000 ",Jeff Heath
,Jeff Heuerman\HeueJe00,TE,DEN,"$2,000,000 ",Jeff Heuerman
,Jeff Wilson\WilsJe01,RB,SFO,"$570,000 ",Jeff Wilson
,Jerell Adams\AdamJe01,TE,HOU,"$645,000 ",Jerell Adams
,Jeremiah Attaochu\AttaJe00,OLB,DEN,"$805,000 ",Jeremiah Attaochu
,Jeremy Reaves\ReavJe00,FS,WAS,"$495,000 ",Jeremy Reaves
,Jeremy Sprinkle\SpriJe00,TE,WAS,"$645,000 ",Jeremy Sprinkle
,Jermaine Carter\CartJe00,LB,CAR,"$570,000 ",Jermaine Carter
,Jermaine Eluemunor\ElueJe00,OG,NWE,"$645,000 ",Jermaine Eluemunor
,Jermaine Grace\GracJe00,LB,ATL,"$570,000 ",Jermaine Grace
,Jermaine Whitehead\WhitJe02,DB,CLE,"$645,000 ",Jermaine Whitehead
1039,Jerome Baker\BakeJe00,OLB,MIA,"$654,000 ",Jerome Baker
,Jerome Cunningham\CunnJe00,TE,WAS,"$645,000 ",Jerome Cunningham
128,Jerry Hughes\HughJe99,DE,BUF,"$6,800,000 ",Jerry Hughes
,Jerry Tillery\TillJe00,DL,LAC,"$495,000 ",Jerry Tillery
,Jesse Davis\DaviJe00,T,MIA,"$645,000 ",Jesse Davis
,Jesse James\JameJe00,TE,DET,"$805,000 ",Jesse James
994,Jessie Bates\BateJe00,FS,CIN,"$704,901 ",Jessie Bates
,Jihad Ward\WardJi02,DE,2TM,"$720,000 ",Jihad Ward
,Jimmie Ward\WardJi01,SS,SFO,"$2,000,000 ",Jimmie Ward
6,Jimmy Garoppolo\GaroJi00,QB,SFO,"$17,200,000 ",Jimmy Garoppolo
234,Jimmy Graham\GrahJi00,TE,GNB,"$3,450,000 ",Jimmy Graham
,Jimmy Moreland\MoreJi00,CB,WAS,"$495,000 ",Jimmy Moreland
,Jimmy Smith\SmitJi03,CB,BAL,"$9,500,000 ",Jimmy Smith
,JJ Arcega-Whiteside\ArceJJ00,WR,PHI,"$495,000 ",JJ Arcega-Whiteside
,JJ Nelson\NelsJJ00,WR,OAK,"$805,000 ",JJ Nelson
,JK Scott\ScotJK00,P,GNB,"$570,000 ",JK Scott
,J'Marcus Webb\WebbJM20,T,MIA,"$930,000 ",J'Marcus Webb
,Joe Cardona\CardJo00,LS,NWE,"$805,000 ",Joe Cardona
,Joe Dahl\DahlJo00,OG,DET,"$720,000 ",Joe Dahl
5,Joe Flacco\FlacJo00,QB,DEN,"$18,500,000 ",Joe Flacco
53,Joe Haden\HadeJo99,DB,PIT,"$10,000,000 ",Joe Haden
,Joe Haeg\HaegJo00,OT,IND,"$2,025,000 ",Joe Haeg
,Joe Jackson\JackJo02,EDGE,DAL,"$495,000 ",Joe Jackson
,Joe Looney\LoonJo01,G,DAL,"$1,000,000 ",Joe Looney
721,Joe Mixon\MixoJo00,RB,CIN,"$960,470 ",Joe Mixon
,Joe Schobert\SchoJo00,OLB,CLE,"$2,025,000 ",Joe Schobert
92,Joe Staley\StalJo20,T,SFO,"$8,050,000 ",Joe Staley
,Joe Thomas\ThomJo04,LB,DAL,"$1,750,000 ",Joe Thomas
434,Joe Thuney\ThunJo00,OG,NWE,"$1,995,000 ",Joe Thuney
,Joe Walker\WalkJo01,ILB,ARI,"$645,000 ",Joe Walker
,Joejuan Williams\WillJo13,CB,NWE,"$495,000 ",Joejuan Williams
,Joel Bitonio\BitoJo00,OT,CLE,"$6,500,000 ",Joel Bitonio
,Joel Iyiegbuniwe\IyieJo00,LB,CHI,"$570,000 ",Joel Iyiegbuniwe
,Joey Bosa\BosaJo00,DE,LAC,"$720,000 ",Joey Bosa
,Joey Hunt\HuntJo00,C,SEA,"$645,000 ",Joey Hunt
,Joey Ivie\IvieJo00,DT,KAN,"$495,000 ",Joey Ivie
,Joey Slye\SlyeJo00,K,CAR,"$495,000 ",Joey Slye
,John Atkins\AtkiJo01,DT,DET,"$495,000 ",John Atkins
220,John Brown\BrowJo02,WR,BUF,"$3,800,000 ",John Brown
,John Cominsky\ComiJo00,DE,ATL,"$495,000 ",John Cominsky
,John Jenkins\JenkJo00,DT,MIA,"$805,000 ",John Jenkins
,John Jerry\JerrJo20,G,CIN,"$930,000 ",John Jerry
1018,John Johnson\JohnJo10,S,LAR,"$677,000 ",John Johnson
,John Kelly\KellJo00,RB,LAR,"$570,000 ",John Kelly
,John Miller\MillJo04,OG,CIN,"$900,000 ",John Miller
395,John Ross\RossJo00,WR,CIN,"$2,020,988 ",John Ross
,John Simon\SimoJo01,DE,NWE,"$900,000 ",John Simon
,John Ursua\UrsuJo00,WR,SEA,"$495,000 ",John Ursua
,Johnathan Abram\AbraJo01,S,OAK,"$495,000 ",Johnathan Abram
,Johnathan Cyprien\CyprJo00,SS,2TM,"$805,000 ",Johnathan Cyprien
,Johnathan Hankins\HankJo00,DT,OAK,"$1,000,000 ",Johnathan Hankins
285,Johnathan Joseph\JoseJo20,DB,HOU,"$2,900,000 ",Johnathan Joseph
,Johnny Hekker\HekkJo00,P,LAR,"$3,250,000 ",Johnny Hekker
,Johnny Holton\HoltJo00,WR,PIT,"$645,000 ",Johnny Holton
,Johnny Mundt\MundJo00,TE,LAR,"$570,000 ",Johnny Mundt
,Johnson Bademosi\BadeJo00,DB,MIA,"$2,500,000 ",Johnson Bademosi
,Jojo Natson\NatsJo00,WR,LAR,"$645,000 ",Jojo Natson
,Jomal Wiltz\WiltJo01,DB,MIA,"$495,000 ",Jomal Wiltz
,Jon Feliciano\FeliJo00,OG,BUF,"$2,400,000 ",Jon Feliciano
,Jon Halapio\HalaJo00,OG,NYG,"$645,000 ",Jon Halapio
,Jon Weeks\WeekJo00,C,HOU,"$930,000 ",Jon Weeks
480,Jonathan Allen\AlleJo01,DT,WAS,"$1,519,216 ",Jonathan Allen
453,Jonathan Bostic\BostJo00,LB,WAS,"$1,800,000 ",Jonathan Bostic
,Jonathan Bullard\BullJo00,DE,ARI,"$820,000 ",Jonathan Bullard
,Jonathan Jones\JoneJo03,DB,NWE,"$3,095,000 ",Jonathan Jones
,Jonathan Ledbetter\LedbJo01,DE,MIA,"$495,000 ",Jonathan Ledbetter
,Jonathan Williams\WillJo07,RB,IND,"$720,000 ",Jonathan Williams
1027,Jonnu Smith\SmitJo01,TE,TEN,"$669,000 ",Jonnu Smith
,Jonotthan Harrison\HarrJo03,C,NYJ,"$1,500,000 ",Jonotthan Harrison
1209,Jordan Akins\AkinJo00,TE,HOU,"$600,000 ",Jordan Akins
,Jordan Berry\BerrJo00,P,PIT,"$1,150,000 ",Jordan Berry
,Jordan Chunn\ChunJo00,RB,DAL,"$495,000 ",Jordan Chunn
,Jordan Dangerfield\DangJo00,FS,PIT,"$645,000 ",Jordan Dangerfield
,Jordan Devey\DeveJo00,T,OAK,"$805,000 ",Jordan Devey
,Jordan Evans\EvanJo01,ILB,CIN,"$645,000 ",Jordan Evans
,Jordan Hicks\HickJo00,OLB,ARI,"$2,000,000 ",Jordan Hicks
,Jordan Howard\HowaJo00,RB,PHI,"$2,025,000 ",Jordan Howard
,Jordan Jenkins\JenkJo01,OLB,NYJ,"$2,025,000 ",Jordan Jenkins
,Jordan Kunaszyk\KunaJo00,LB,CAR,"$495,000 ",Jordan Kunaszyk
,Jordan Lucas\LucaJo00,SS,KAN,"$2,025,000 ",Jordan Lucas
,Jordan Miller\MillJo05,CB,ATL,"$495,000 ",Jordan Miller
468,Jordan Mills\MillJo02,OT,ARI,"$1,700,000 ",Jordan Mills
,Jordan Phillips\PhilJo01,DT,BUF,"$2,250,000 ",Jordan Phillips
,Jordan Poyer\PoyeJo00,CB,BUF,"$2,950,000 ",Jordan Poyer
,Jordan Richards\RichJo00,SS,NWE,"$805,000 ",Jordan Richards
,Jordan Scarlett\ScarJo00,RB,CAR,"$495,000 ",Jordan Scarlett
,Jordan Whitehead\WhitJo03,SS,TAM,"$570,000 ",Jordan Whitehead
,Jordan Wilkins\WilkJo01,RB,IND,"$570,000 ",Jordan Wilkins
905,Jordan Willis\WillJo09,DE,NYJ,"$754,750 ",Jordan Willis
,Joseph Jones\JoneJo05,OLB,DEN,"$645,000 ",Joseph Jones
1199,Joseph Noteboom\NoteJo00,OT,LAR,"$626,626 ",Joseph Noteboom
,Josey Jewell\JeweJo00,ILB,DEN,"$570,000 ",Josey Jewell
,Josh Allen\AlleJo02,QB,BUF,"$570,000 ",Josh Allen
,Josh Allen\AlleJo03,EDGE,JAX,"$495,000 ",Josh Allen
,Josh Andrews\AndrJo01,G,IND,"$720,000 ",Josh Andrews
,Josh Bellamy\BellJo02,WR,NYJ,"$930,000 ",Josh Bellamy
,Josh Gordon\GordJo02,WR,NWE,"$2,025,000 ",Josh Gordon
,Josh Harris\HarrJo02,LS,ATL,"$930,000 ",Josh Harris
,Josh Harvey-Clemons\HarvJo01,SS,WAS,"$645,000 ",Josh Harvey-Clemons
,Josh Hill\HillJo02,TE,NOR,"$850,000 ",Josh Hill
904,Josh Jackson\JackJo01,CB,GNB,"$764,368 ",Josh Jackson
,Josh Jacobs\JacoJo01,RB,OAK,"$495,000 ",Josh Jacobs
,Josh Kline\KlinJo01,OL,MIN,"$1,450,000 ",Josh Kline
,Josh Lambo\LambJo00,K,JAX,"$1,000,000 ",Josh Lambo
,Josh Mauro\MaurJo00,DE,OAK,"$900,000 ",Josh Mauro
,Josh McCown\McCoJo01,QB,PHI,"$2,000,000 ",Josh McCown
,Josh Norman\NormJo01,CB,WAS,"$11,000,000 ",Josh Norman
1043,Josh Reynolds\ReynJo00,WR,LAR,"$645,000 ",Josh Reynolds
,Josh Robinson\RobiJo01,CB,JAX,"$805,000 ",Josh Robinson
,Josh Rosen\RoseJo01,QB,MIA,"$570,000 ",Josh Rosen
,Josh Sweat\SweaJo00,DE,PHI,"$570,000 ",Josh Sweat
,Josh Tupou\TupoJo00,DT,CIN,"$645,000 ",Josh Tupou
,Josh Wells\WellJo02,T,TAM,"$805,000 ",Josh Wells
,Josh Woods\WoodJo02,LB,CHI,"$495,000 ",Josh Woods
,Joshua Miles\MileJo00,OT,ARI,"$495,000 ",Joshua Miles
1021,Jourdan Lewis\LewiJo01,CB,DAL,"$675,000 ",Jourdan Lewis
,Juan Thornhill\ThorJu00,S,KAN,"$495,000 ",Juan Thornhill
791,JuJu Smith-Schuster\SmitJu00,WR,PIT,"$846,434 ",JuJu Smith-Schuster
,Julian Edelman\EdelJu00,WR,NWE,"$1,000,000 ",Julian Edelman
,Julian Love\LoveJu00,CB,NYG,"$495,000 ",Julian Love
,Julian Stanford\StanJu00,LB,BUF,"$1,250,000 ",Julian Stanford
,Julie'n Davenport\DaveJu00,OT,MIA,"$645,000 ",Julie'n Davenport
64,Julio Jones\JoneJu02,WR,ATL,"$9,600,000 ",Julio Jones
,Jullian Taylor\TaylJu00,DT,SFO,"$570,000 ",Jullian Taylor
43,Jurrell Casey\CaseJu00,DL,TEN,"$10,550,000 ",Jurrell Casey
,Justice Hill\HillJu00,RB,BAL,"$812,500 ",Justice Hill
,Justin Bethel\BethJu00,CB,BAL,"$1,500,000 ",Justin Bethel
191,Justin Britt\BritJu00,OT,SEA,"$4,500,000 ",Justin Britt
,Justin Coleman\ColeJu01,CB,DET,"$805,000 ",Justin Coleman
,Justin Hardee\HardJu01,WR,NOR,"$645,000 ",Justin Hardee
,Justin Hardy\HardJu00,WR,ATL,"$805,000 ",Justin Hardy
,Justin Hollins\HollJu00,EDGE,DEN,"$495,000 ",Justin Hollins
,Justin Houston\HousJu00,LB,IND,"$1,000,000 ",Justin Houston
,Justin Jackson\JackJu01,RB,LAC,"$570,000 ",Justin Jackson
1202,Justin Jones\JoneJu03,DT,LAC,"$621,481 ",Justin Jones
,Justin Layne\LaynJu00,CB,PIT,"$495,000 ",Justin Layne
,Justin March-Lillard\MarcJu00,LB,DAL,"$720,000 ",Justin March-Lillard
,Justin McCray\McCrJu00,G,CLE,"$645,000 ",Justin McCray
,Justin Murray\MurrJu00,T,ARI,"$570,000 ",Justin Murray
,Justin Pugh\PughJu00,OG,ARI,"$5,000,000 ",Justin Pugh
1033,Justin Reid\ReidJu00,FS,HOU,"$664,979 ",Justin Reid
,Justin Simmons\SimmJu00,FS,DEN,"$2,025,000 ",Justin Simmons
1022,Justin Skule\SkulJu00,OT,SFO,"$672,500 ",Justin Skule
,Justin Tucker\TuckJu00,K,BAL,"$1,000,000 ",Justin Tucker
,Justin Watson\WatsJu01,WR,TAM,"$570,000 ",Justin Watson
,Juston Burris\BurrJu00,CB,CLE,"$645,000 ",Juston Burris
,Juwann Winfree\WinfJu00,WR,DEN,"$495,000 ",Juwann Winfree
,K.J. Wright\WrigK.00,LB,SEA,"$1,500,000 ",K.J. Wright
,Kaare Vedvik\VedvKa00,P,NYJ,"$570,000 ",Kaare Vedvik
,Ka'dar Hollman\HollKa00,CB,GNB,"$672,500 ",Ka'dar Hollman
,Kaden Elliss\ElliKa00,LB,NOR,"$495,000 ",Kaden Elliss
1013,Kaden Smith\SmitKa00,TE,NYG,"$679,750 ",Kaden Smith
,Ka'imi Fairbairn\FairKa01,K,HOU,"$3,095,000 ",Ka'imi Fairbairn
,Kaleb McGary\McGaKa00,OL,ATL,"$495,000 ",Kaleb McGary
,Kalen Ballage\BallKa00,RB,MIA,"$570,000 ",Kalen Ballage
570,Kamalei Correa\CorrKa00,OLB,TEN,"$1,234,043 ",Kamalei Correa
,Kameron Canaday\CanaKa00,LS,PIT,"$720,000 ",Kameron Canaday
,Kamu Grugier-Hill\GrugKa00,OLB,PHI,"$720,000 ",Kamu Grugier-Hill
,Kareem Jackson\JackKa99,DB,DEN,"$3,000,000 ",Kareem Jackson
,Kareem Martin\MartKa00,DE,NYG,"$3,250,000 ",Kareem Martin
344,Karl Joseph\JoseKa00,SS,OAK,"$2,070,589 ",Karl Joseph
,Kasey Redfern\RedfKa00,P,ATL,"$495,000 ",Kasey Redfern
,Kavon Frazier\FrazKa00,FS,DAL,"$720,000 ",Kavon Frazier
32,Kawann Short\ShorKa00,DT,CAR,"$12,500,000 ",Kawann Short
438,Keanu Neal\NealKe01,FS,ATL,"$1,914,224 ",Keanu Neal
,Keelan Cole\ColeKe00,WR,JAX,"$645,000 ",Keelan Cole
,Keenan Allen\AlleKe00,WR,LAC,"$10,000,000 ",Keenan Allen
,KeeSean Johnson\JohnKe07,WR,ARI,"$495,000 ",KeeSean Johnson
,Keion Crossen\CrosKe00,CB,HOU,"$570,000 ",Keion Crossen
,Keisean Nixon\NixoKe00,CB,OAK,"$495,000 ",Keisean Nixon
,Keishawn Bierria\BierKe00,ILB,DEN,"$570,000 ",Keishawn Bierria
,Keith Kirkwood\KirkKe00,WR,NOR,"$570,000 ",Keith Kirkwood
,Keith Smith\SmitKe03,LB,ATL,"$1,400,000 ",Keith Smith
,Keke Coutee\CoutKe00,WR,HOU,"$570,000 ",Keke Coutee
61,Kelechi Osemele\OsemKe00,T,NYJ,"$9,700,000 ",Kelechi Osemele
,Kelvin Beachum\BeacKe00,T,NYJ,"$8,000,000 ",Kelvin Beachum
,Kelvin Harmon\HarmKe00,WR,WAS,"$495,000 ",Kelvin Harmon
,Kemal Ishmael\IshmKe00,DB,ATL,"$805,000 ",Kemal Ishmael
988,Kemoko Turay\TuraKe00,OLB,IND,"$717,200 ",Kemoko Turay
,Ken Webster\WebsKe00,CB,MIA,"$495,000 ",Ken Webster
,Kendall Fuller\FullKe00,CB,KAN,"$2,025,000 ",Kendall Fuller
574,Kendall Lamm\LammKe00,T,CLE,"$1,200,000 ",Kendall Lamm
,Kendall Sheffield\ShefKe00,CB,ATL,"$495,000 ",Kendall Sheffield
,Kendrick Bourne\BourKe00,WR,SFO,"$645,000 ",Kendrick Bourne
,Kenjon Barner\BarnKe00,RB,ATL,"$805,000 ",Kenjon Barner
465,Kenny Clark\ClarKe01,DT,GNB,"$1,726,588 ",Kenny Clark
1020,Kenny Golladay\GollKe00,WR,DET,"$676,000 ",Kenny Golladay
,Kenny Moore\MoorKe03,CB,IND,"$645,000 ",Kenny Moore
106,Kenny Stills\StilKe00,WR,HOU,"$7,975,000 ",Kenny Stills
,Kenny Vaccaro\VaccKe00,FS,TEN,"$1,250,000 ",Kenny Vaccaro
,Kenny Wiggins\WiggKe00,T,DET,"$2,500,000 ",Kenny Wiggins
,Kenny Young\YounKe03,LB,BAL,"$570,000 ",Kenny Young
,Kentrell Brothers\BrotKe00,ILB,MIN,"$720,000 ",Kentrell Brothers
,Kenyan Drake\DrakKe00,RB,MIA,"$2,025,000 ",Kenyan Drake
997,Kerry Hyder\HydeKe01,DT,DAL,"$700,000 ",Kerry Hyder
,Kerry Wynn\WynnKe00,DE,CIN,"$900,000 ",Kerry Wynn
901,Kerryon Johnson\JohnKe06,RB,DET,"$775,622 ",Kerryon Johnson
,Kevin Byard\ByarKe01,S,TEN,"$2,025,000 ",Kevin Byard
327,Kevin Huber\HubeKe20,P,CIN,"$2,350,000 ",Kevin Huber
,Kevin Johnson\JohnKe04,CB,BUF,"$2,000,000 ",Kevin Johnson
592,Kevin King\KingKe01,CB,GNB,"$1,108,717 ",Kevin King
,Kevin Minter\MintKe00,ILB,TAM,"$805,000 ",Kevin Minter
,Kevin Peterson\PeteKe01,CB,ARI,"$570,000 ",Kevin Peterson
,Kevin Pierre-Louis\PierKe00,OLB,CHI,"$805,000 ",Kevin Pierre-Louis
,Kevin Strong\StroKe00,DT,DET,"$495,000 ",Kevin Strong
,Kevin Toliver\ToliKe00,DB,CHI,"$570,000 ",Kevin Toliver
,Kevin Zeitler\ZeitKe00,G,NYG,"$10,000,000 ",Kevin Zeitler
,KhaDarel Hodge\HodgKh00,WR,CLE,"$570,000 ",KhaDarel Hodge
,Khalen Saunders\SaunKh00,DT,KAN,"$495,000 ",Khalen Saunders
329,Khalil Mack\MackKh00,OLB,CHI,"$2,300,000 ",Khalil Mack
,Khari Willis\WillKh00,S,IND,"$495,000 ",Khari Willis
138,Kiko Alonso\AlonKi00,ILB,NOR,"$6,485,000 ",Kiko Alonso
,Kingsley Keke\KekeKi00,DL,GNB,"$495,000 ",Kingsley Keke
1,Kirk Cousins\CousKi00,QB,MIN,"$27,500,000 ",Kirk Cousins
601,Kolton Miller\MillKo00,OT,OAK,"$1,092,333 ",Kolton Miller
,Korey Cunningham\CunnKo00,OT,NWE,"$570,000 ",Korey Cunningham
,Kris Boyd\BoydKr00,CB,MIN,"$495,000 ",Kris Boyd
,Kurt Coleman\ColeKu99,LB,BUF,"$930,000 ",Kurt Coleman
,K'Waun Williams\WillKW00,DB,SFO,"$1,550,000 ",K'Waun Williams
,Kwon Alexander\AlexKw00,OLB,SFO,"$1,750,000 ",Kwon Alexander
,Kyle Allen\AlleKy00,QB,CAR,"$495,000 ",Kyle Allen
,Kyle Fuller\FullKy00,CB,CHI,"$1,000,000 ",Kyle Fuller
,Kyle Juszczyk\JuszKy00,FB,SFO,"$4,200,000 ",Kyle Juszczyk
,Kyle Long\LongKy00,OT,CHI,"$2,500,000 ",Kyle Long
,Kyle Love\LoveKy00,DT,CAR,"$930,000 ",Kyle Love
,Kyle Peko\PekoKy00,DT,BUF,"$645,000 ",Kyle Peko
,Kyle Phillips\PhilKy00,DL,NYJ,"$495,000 ",Kyle Phillips
116,Kyle Rudolph\RudoKy00,TE,MIN,"$7,275,000 ",Kyle Rudolph
200,Kyle Van Noy\VanNKy00,OLB,NWE,"$4,250,000 ",Kyle Van Noy
,Kyle Wilber\WilbKy00,OLB,OAK,"$1,150,000 ",Kyle Wilber
398,Kyler Fackrell\FackKy00,OLB,GNB,"$2,010,000 ",Kyler Fackrell
,Kyler Murray\MurrKy00,QB,ARI,"$495,000 ",Kyler Murray
,Kyzir White\WhitKy00,S,LAC,"$570,000 ",Kyzir White
